final_eq,max_dd,min_eq
150047.1706472571,-1159.199999999997,4899.735742386338
151830.0322479151,-1206.334136875099,4787.218552281485
156049.37607320808,-1627.3200000000506,4783.919999999979
148517.8337683783,-1112.304418834683,4784.879999999983
138989.34701284138,-1222.7600000000311,4936.760000000002
149086.71662728104,-1110.1600000001345,4813.298552281512
140746.08552078216,-1166.9019549273653,5088.040000000006
150426.070734447,-1750.3394091140653,4798.039999999991
143279.970192719,-1112.910126718336,4917.879999999994
139199.8154437008,-2068.7524311151956,4745.879999999963
143072.5168023674,-2451.516412671539,5013.279999999996
155240.12083474876,-1165.0619549273615,4964.039999999999
152329.66240139102,-951.867034397641,4958.119999999982
160120.75908574846,-922.9636762536247,4963.279999999993
147737.4777034106,-1395.0712505122028,4979.519999999996
145525.66025581516,-1277.9600000000282,4750.863303883457
152636.55272259397,-1293.8400000002002,4655.799999999991
137132.88380086079,-1431.6000000001077,5090.478218022093
152114.95123723193,-1829.2465872770408,4781.639999999952
158205.8332470075,-1293.8399999999856,4853.959999999991
148401.05746774035,-1189.1476633063867,4966.279999999993
146637.9494695249,-1617.704164916926,5002.759999999998
168926.72850352054,-1409.4000000001106,4842.31999999999
151316.17384995037,-2051.197340714949,4402.048075638908
161918.70963598415,-1222.0800000000309,4910.5999999999885
145898.15988266896,-1526.5434620264277,4708.501950476548
169949.8462335712,-1451.437767381969,4887.319999999988
148443.35800473506,-1468.5200000000623,4666.879999999918
153203.23006315183,-1241.9518340921204,4842.880000000001
138066.5887902429,-1386.3200000000907,4914.799999999992
152789.9525504968,-1177.8800000000483,4885.920000000002
142440.7172353014,-1368.4329276113203,4946.559999999992
155020.5677280023,-1277.4732050279927,5210.759999999998
140855.38366720226,-1481.0800000001473,4963.800000000002
152505.98083800497,-1045.5599999999868,4886.478563864009
168489.66277200542,-959.0400000000518,4993.760000000002
157904.0083680956,-1244.1969790553267,4874.479999999954
152422.6723766561,-1556.8234348455735,4929.119999999983
147130.5928611034,-1123.606463914999,4906.19999999999
168516.15142459347,-1143.4400000000169,4923.279999999993
133485.4721377627,-1919.1547161307099,5050.759999999998
131470.74336952262,-1665.8562642967736,5032.279999999997
161565.62796487656,-1267.0800000000104,4030.279999999974
163492.73845980226,-1193.2241994345968,4828.399999999986
144602.20995578903,-880.7999999991152,4966.479999999994
172050.25011045954,-1081.4400000000242,4941.279999999995
141728.55135097142,-1456.6205789545784,4999.279999999995
143789.98110003537,-1948.9012108921452,5005.76
146308.4857033231,-1163.0800000000309,4950.759999999981
161005.34248128327,-1003.5988878490043,4950.799999999989
157696.41297795207,-925.4800000000687,4797.5435439977455
153285.66460139575,-1546.480000000055,3856.599999999874
161869.06116674328,-981.8711964946415,4746.11999999995
144083.30784404642,-1838.3600000001607,4826.571620107962
168672.77943652504,-1188.95999999973,4750.559999999971
153131.39572343297,-1083.7200000000012,4938.079999999979
138053.23034449512,-1388.1583399415176,4992.759999999998
173062.94866566078,-1149.5973407151469,4935.719999999972
161925.90573185607,-1340.048748685338,4777.679999999979
152952.15537752677,-1309.240000000107,4990.76
149849.24213671483,-1093.2000000000007,4968.279999999992
149512.80523146017,-1323.8177887988677,4798.719999999983
143873.7140911711,-1190.0961238063173,4685.568445020272
147169.0306282044,-1353.6393196589634,5237.759999999998
150890.69792507243,-1138.9583399415787,4952.746263738493
147504.4866563287,-1066.3795258196187,4411.917782505607
141785.85348345438,-1236.9501059671602,4890.520000000002
166799.57790575977,-1085.9599999999991,4850.026080322579
154741.5170505338,-1107.9599999999919,4962.2799999999925
149590.4409016305,-1059.2399999999907,4528.640114627389
151593.20549802412,-837.7999999993481,4869.5199999999695
160078.21231673335,-1146.6400000000285,4768.120000000008
160659.4898054137,-1163.6399999998976,5001.548268986834
142870.62708273376,-1364.1600000006001,4892.5999999999385
147246.86688292897,-1180.2800000000352,4746.840857521218
149337.85907951943,-1334.4487486852522,4965.519999999998
169822.08942904847,-1192.600000000035,4887.040000000003
173133.1046144477,-1209.1959642646107,4945.799999999998
143352.40220015057,-853.0720071542491,4954.759999999995
167032.22067242485,-1097.8415227143414,4971.839999999995
154854.1990582038,-1240.120000000039,4786.839999999983
147266.9184535479,-1667.4865360486729,4985.279999999992
141444.27921551626,-1101.4499208807538,5038.17556540259
163656.12415702493,-1231.0156277590322,4683.440000000005
176122.92136050414,-1116.1999999999534,3904.2572038921185
151172.32163128463,-1277.2882028291278,4964.039999999996
149449.6552179459,-1077.6242363904894,4979.279999999995
149663.85975313652,-1352.304467092421,4982.759999999997
162073.6446969367,-1182.1132558827085,4961.599999999983
136635.98189982254,-1355.141759550097,4890.160000000004
146440.01460814272,-1026.8623775872256,4998.76
154219.05894548097,-1311.960000000181,4999.760000000004
158491.98864538595,-1170.959999999497,4963.559999999992
152443.6752800783,-1163.4644345970883,4958.799999999997
144106.64919608575,-1531.5273869785597,5015.759999999998
155301.45199716446,-1487.8000000000102,4950.039999999998
162420.47059853244,-1578.2000000000726,4877.5600000000095
153204.16741548033,-1418.4799999992829,4699.679999999977
145082.0259609762,-1224.8400000000875,4777.298632170917
167831.5364074642,-1112.9599999999919,4888.639999999992
161484.2852014016,-896.657595657045,4966.279999999998
167999.105749247,-861.3551257815161,5022.759999999998
149729.3313995696,-1753.3948026376092,4718.634190438074
154047.54483818018,-856.3200000006182,4974.83999999998
142904.44161111888,-1134.9312603922444,4989.759999999999
147507.7658041774,-1610.8472323451133,4672.240000000005
158230.2660943302,-1281.3442576128582,4978.799999999988
154683.13872241625,-1171.4400000000587,4829.199999999994
148627.76016695378,-1902.32244361646,4893.355115698073
131769.93067834666,-1810.5773378927042,4752.973876441934
143373.40549698655,-1111.8132438844805,5084.519999999999
150392.62840448014,-1231.208739157053,4839.799999999999
152183.99290496146,-1893.4455217767972,4835.679999999984
146882.9310149983,-1120.2737355934805,5085.7600000000075
136499.09697704573,-1087.6800000000003,5196.7599999999975
146307.11212980066,-1305.720000000103,4980.76
154190.03206835783,-1642.6255990157806,4924.2799999999925
158795.24083526133,-1040.1919792285553,4899.64609020261
172548.09162202704,-1066.6399999992282,5968.520000000001
149387.22914590847,-1212.2800000000861,4816.92754949209
165903.27932242543,-1286.2470684375294,5032.279999999994
130782.66566914489,-897.0338991928002,4647.160000000001
148069.56942874836,-903.5947458812734,4948.799999999996
132263.07374254253,-1408.128800016435,4924.559999999994
163061.95996157924,-1457.1817029187514,5017.52
171288.9447625226,-1380.971496538361,5088.799999999997
164943.9190457638,-1249.519999999975,4865.39999999999
158505.84404182478,-2029.9462268208372,4946.520000000001
159926.70956459807,-1249.6627961079066,4869.810976635136
154497.64510347214,-1182.20000000023,4851.1600000000035
163844.02168260224,-1216.6128353826207,4978.5199999999995
154810.89467703344,-1147.8400000001857,4855.679999999979
147061.7570005842,-1864.0732558817253,4704.949994679941
151016.97122200078,-1096.307823275296,4800.104619164664
156237.61186618116,-1447.7374148156086,4870.9060803225875
